RSSI1,RSSI2,RSSI3,RSSI4,Blok
-94,-89,-93,-95,P8
-95,-88,-93,0,P8
-95,-89,-85,0,P8
-93,-95,-95,0,P8
-91,-89,-85,0,P8
-95,-91,-95,0,P8
-92,-90,-87,0,P8
-92,-91,-96,0,P8
-93,-90,-89,0,P8
-95,-90,-86,0,P8
-93,-90,-92,0,P8
-95,-88,-92,0,P8
-92,-91,-87,0,P8
-92,-87,-92,0,P8
-93,-91,-95,0,P8
-97,-93,-87,0,P8
-94,-90,-87,0,P8
-92,-90,-87,0,P8
-94,-90,-94,0,P8
-98,-90,-87,0,P8
-92,-91,-88,0,P8
-92,-88,-87,0,P8
-94,-95,-91,0,P8
-92,-91,-96,0,P8
-94,-90,-87,0,P8
-94,-97,-93,0,P8
-93,-91,-88,0,P8
-92,-93,-88,0,P8
-92,-91,-95,0,P8
-93,-91,-87,0,P8
-97,-89,-86,0,P8
-93,-92,-97,0,P8
-94,-92,-87,0,P8
-94,-88,-86,0,P8
-92,-92,-94,0,P8
-94,-90,-87,0,P8
-98,-96,-86,0,P8
-94,-93,-86,0,P8
-91,-91,-87,0,P8
-94,-89,-87,0,P8
-91,-90,-90,0,P8
-97,-92,-87,0,P8
-90,-93,-87,0,P8
-93,-92,-96,0,P8
-93,-92,-88,0,P8
-96,-91,-88,0,P8
-96,-94,-88,0,P8
-93,-89,-88,0,P8
-98,-86,-90,0,P8
-94,-90,-89,0,P8
-90,-83,-84,0,P8
-94,-94,-91,0,P8
-86,-90,-94,0,P8
-86,-92,-96,0,P8
-89,-88,-96,0,P8
-84,-84,-96,0,P8
-89,-91,-95,0,P8
-89,-84,-98,0,P8
-88,-90,-94,0,P8
-89,-85,-94,0,P8
-89,-89,-97,0,P8
-85,-92,-92,0,P8
-88,-94,-93,0,P8
-88,-82,0,0,P8
-97,-89,-93,-88,P8
0,-90,-93,-93,P8
0,-88,-90,-91,P8
0,-92,-92,-93,P8
0,-91,-91,-90,P8
0,-92,-93,-92,P8
0,-88,-92,-91,P8
0,-89,-92,-91,P8
0,-91,-98,-91,P8
0,-92,-92,-90,P8
0,-88,-94,-91,P8
0,-91,-91,-91,P8
0,-89,-91,-88,P8
0,-90,-91,-89,P8
0,-87,-92,-89,P8
0,-88,-92,-93,P8
0,-89,-93,-90,P8
0,-85,-91,-91,P8
0,-84,-88,-89,P8
0,-90,-90,-91,P8
0,-92,-93,-90,P8
0,-89,-94,-91,P8
0,-92,-94,-90,P8
0,-89,-93,-92,P8
0,-91,-90,-90,P8
0,-88,-93,-90,P8
0,-91,-90,-93,P8
0,-88,-90,-90,P8
0,-92,-88,-91,P8
0,-91,-92,-90,P8
0,-93,-92,-92,P8
0,-93,-91,-88,P8
0,-91,-91,-94,P8
0,-97,-94,-90,P8
0,-90,-90,-93,P8
0,-96,-89,-90,P8
0,-93,-93,-89,P8
0,-90,-90,-91,P8
0,-92,-91,-90,P8
0,-90,-90,-90,P8
0,-93,-91,-92,P8
0,-89,-92,-90,P8
0,-91,-90,-90,P8
0,-92,-93,-89,P8
0,-94,-94,-92,P8
0,-93,-92,-90,P8
0,-92,-92,-91,P8
0,-88,-94,-89,P8
0,-89,-92,-90,P8
0,-90,-91,-92,P8
0,-91,-95,-90,P8
0,-96,-91,-92,P8
0,-90,-92,-91,P8
0,-92,-93,-89,P8
0,-91,-93,-91,P8
0,-90,-92,-90,P8
0,-95,-92,-92,P8
0,-92,-93,-90,P8
0,-89,-95,-91,P8
0,-89,-94,-89,P8
0,-96,-93,-90,P8
0,-92,-91,-91,P8
0,-89,-96,-91,P8
0,-87,-91,-91,P8
0,-91,-92,-89,P8
0,-94,-92,-92,P8
0,-91,-92,-91,P8
0,-91,-90,-91,P8
0,-87,-94,-91,P8
0,-89,-95,-91,P8
0,-86,-93,-91,P8
0,-90,-92,-89,P8
0,-83,-93,-91,P8
0,-82,-92,-90,P8
0,-93,-92,-89,P8
0,-82,-92,-90,P8
0,-92,-92,-89,P8
0,-92,-92,-89,P8
0,-89,-93,-90,P8
0,-83,-95,-90,P8
0,0,-93,-89,P8
0,0,-95,-91,P8
0,0,-93,-88,P8
0,0,-93,-91,P8
0,0,-91,-91,P8
0,0,-93,-87,P8
0,0,-93,-89,P8
0,0,-93,-90,P8
0,0,-94,-92,P8
0,0,-91,-89,P8
0,0,-92,-89,P8
0,0,-93,-89,P8
0,0,-93,-91,P8
0,0,-94,-92,P8
0,0,-92,-90,P8
0,0,-93,-89,P8
0,0,-92,-91,P8
0,0,-90,-90,P8
0,0,-91,-90,P8
0,0,-91,-90,P8
0,0,-91,-90,P8
0,0,-91,-90,P8
0,0,-91,-88,P8
0,0,-91,-89,P8
0,0,-94,-89,P8
0,0,-92,-89,P8
0,0,-89,-91,P8
0,0,-91,-88,P8
0,0,-93,-89,P8
0,0,-92,-91,P8
0,0,-95,-88,P8
0,0,-93,-87,P8
0,0,-90,-89,P8
0,0,-94,-90,P8
0,0,-92,-90,P8
0,0,-91,-90,P8
0,0,-92,-89,P8
0,0,-90,-89,P8
0,0,-94,-89,P8
0,0,-90,-91,P8
0,0,-95,-90,P8
0,0,-91,-92,P8
0,0,-93,-93,P8
0,0,-94,-89,P8
0,0,-93,-88,P8
0,0,-97,-90,P8
0,0,-93,-88,P8
0,0,-92,-88,P8
0,0,-92,-88,P8
0,0,-95,-90,P8
0,0,-92,-88,P8
0,0,-95,-90,P8
0,0,-94,-90,P8
0,0,-93,-91,P8
0,0,-94,-90,P8
0,0,-92,-94,P8
0,0,-93,-90,P8
0,0,-92,-91,P8
0,0,-94,-92,P8
0,0,-95,-90,P8
0,0,-93,-91,P8
0,0,-94,-91,P8
0,0,-93,-91,P8
0,0,-91,-89,P8
0,0,-93,-91,P8
0,0,-93,-90,P8
0,0,-91,-90,P8
0,0,-93,-92,P8
0,0,-93,-89,P8
0,0,-95,-88,P8
0,0,-102,-90,P8
0,0,-93,-88,P8
0,0,-91,-91,P8
0,0,-93,-90,P8
0,0,-93,-90,P8
0,0,-91,-89,P8
0,0,-94,-87,P8
0,0,-89,-88,P8
0,0,-91,-90,P8
0,0,-90,-89,P8
0,0,-90,-92,P8
0,0,-92,-90,P8
0,0,-91,-91,P8
0,0,-91,-89,P8
0,0,-89,-93,P8
0,0,-90,-95,P8
0,0,-99,-90,P8
0,0,-91,-92,P8
0,0,-90,-92,P8
0,0,-88,-89,P8
0,0,-90,-90,P8
0,0,-88,-91,P8
0,0,-89,-91,P8
0,0,-88,-90,P8
0,0,-93,-94,P8
0,0,-92,-91,P8
0,0,-93,-92,P8
0,0,-95,0,P8
-99,-77,-96,-92,P9
-97,-76,-95,-94,P9
-97,-77,-94,-91,P9
-99,-77,-97,-89,P9
-93,-77,-95,-89,P9
-96,-78,-96,-91,P9
-96,-77,-93,-89,P9
0,-77,-92,-91,P9
0,-76,-94,-94,P9
0,-77,-95,-92,P9
0,-77,-96,-90,P9
0,-77,-92,-91,P9
0,-77,-94,-90,P9
0,-78,-98,-92,P9
0,-77,-95,-90,P9
0,-89,-98,-89,P9
0,-77,-97,-94,P9
0,-77,-98,-90,P9
0,-76,-96,-91,P9
0,-77,-96,-92,P9
0,-89,-95,-91,P9
0,-77,-95,-89,P9
0,-77,-95,-92,P9
0,-76,-98,-90,P9
0,-77,-97,-91,P9
0,-77,-97,-90,P9
0,-76,-95,-92,P9
0,-77,-100,-90,P9
0,-76,-101,-91,P9
0,-77,-95,-92,P9
0,-91,-95,-89,P9
0,-76,-94,-94,P9
0,-76,-93,-89,P9
0,-76,-94,-90,P9
0,-77,-93,-91,P9
0,-76,-92,-91,P9
0,-77,-97,-89,P9
0,-77,-92,-95,P9
0,-77,-94,-95,P9
0,-88,-93,-91,P9
0,-77,-92,-91,P9
0,-78,-95,-93,P9
0,-77,-96,-90,P9
0,-78,-96,-91,P9
0,-77,-95,-91,P9
0,-78,-96,-93,P9
0,-78,-94,-92,P9
0,-77,-97,-90,P9
0,-76,-93,-90,P9
0,-77,-98,-90,P9
0,-77,-100,-91,P9
0,-77,-95,-92,P9
0,-77,-96,-89,P9
0,-78,-95,-92,P9
0,-77,-97,-92,P9
0,-76,-93,-92,P9
0,-76,-95,-91,P9
0,-78,-95,-90,P9
0,-77,-95,-92,P9
0,-79,-93,-90,P9
0,-90,-95,-92,P9
0,-78,-94,-88,P9
0,-78,-94,-91,P9
0,-78,-92,-91,P9
0,-90,-92,-93,P9
0,-80,-96,-94,P9
0,-88,-93,-91,P9
0,-84,0,-96,P9
0,-87,0,-91,P9
0,-86,0,-97,P9
0,-84,0,-94,P9
0,-90,0,0,P9
0,-84,0,0,P9
0,-86,0,0,P9
0,-86,0,0,P9
0,-90,0,0,P9
0,-90,0,0,P9
0,-89,0,0,P9
0,-81,0,0,P9
0,-85,0,0,P9
0,-89,0,0,P9
-96,-83,-95,-96,P9
-96,-90,-95,-100,P9
-96,-81,-99,-98,P9
-96,-89,-97,-97,P9
-97,-81,-95,-95,P9
-95,-89,-90,-95,P9
-95,-86,-91,-95,P9
-96,-88,-92,-98,P9
-95,-87,-93,-96,P9
-95,-91,-92,-96,P9
-93,-82,-90,-98,P9
-98,-80,0,-93,P9
-95,-90,0,-96,P9
-95,-88,0,-98,P9
-95,-85,0,-96,P9
-93,-82,0,-97,P9
-95,-86,0,-96,P9
-96,-88,0,-93,P9
-95,-87,0,-95,P9
-98,-82,0,-97,P9
-94,-86,0,-95,P9
-97,-87,0,-96,P9
-97,-85,0,-96,P9
-96,-81,0,-99,P9
-97,-90,0,-94,P9
-99,-83,0,-101,P9
-95,-95,0,-96,P9
-95,-90,0,-92,P9
-97,-88,0,-95,P9
-94,-85,0,-101,P9
-93,-88,0,-95,P9
-95,-87,0,-97,P9
-94,-87,0,-95,P9
-95,-88,0,-96,P9
-95,-86,0,-99,P9
-95,-80,0,-94,P9
-96,-84,0,-96,P9
-92,-86,0,-99,P9
-95,-84,0,-98,P9
-92,-83,0,-98,P9
-93,-89,0,-103,P9
-94,-80,0,-96,P9
-92,-93,0,-96,P9
-98,-89,0,-96,P9
-95,-82,0,-99,P9
-98,-83,0,-95,P9
-93,-83,0,-96,P9
-96,-84,0,-96,P9
-95,-82,0,-96,P9
-93,-87,0,-101,P9
-97,-91,0,-100,P9
-93,-81,0,-96,P9
-93,-88,0,-96,P9
-96,-85,0,-95,P9
-95,-87,0,-94,P9
-95,-89,0,-96,P9
-95,-88,0,-94,P9
-100,-90,0,-96,P9
-99,-88,0,-95,P9
-96,-83,0,-95,P9
-94,-91,0,-95,P9
-97,-88,0,-99,P9
-95,-89,0,-98,P9
-98,-91,0,-95,P9
-101,-82,0,-97,P9
-97,-88,0,-92,P9
-99,-88,0,-94,P9
-93,-86,0,-94,P9
-101,-86,0,-93,P9
-97,-80,0,-94,P9
-94,-90,0,-97,P9
-97,-87,0,-93,P9
-95,-87,0,-101,P9
-95,-83,0,-96,P9
-96,-83,0,-98,P9
-93,-91,0,-102,P9
-94,-83,0,-98,P9
-92,-82,0,-95,P9
-93,-88,0,-94,P9
-94,-89,0,-96,P9
-95,-87,0,-100,P9
-97,-89,0,-96,P9
-97,-86,0,0,P9
-97,-89,0,0,P9
-92,-83,0,0,P9
-94,-88,0,0,P9
-97,-87,0,0,P9
-93,-82,0,0,P9
-92,-82,0,0,P9
-94,-85,0,0,P9
-94,-82,0,0,P9
-94,-81,0,0,P9
-94,-91,0,0,P9
-97,-84,0,0,P9
-94,-79,0,0,P9
-93,-79,0,0,P9
-96,-86,0,0,P9
-96,-86,0,0,P9
-94,-84,0,0,P9
-94,-81,0,0,P9
-95,-85,0,0,P9
-94,-82,0,0,P9
-99,-78,0,0,P9
-93,-84,0,0,P9
-94,-85,0,0,P9
-94,-83,0,0,P9
-99,-81,0,0,P9
-96,-82,0,0,P9
-97,-86,0,0,P9
-97,-78,0,0,P9
-96,-87,0,0,P9
-95,-81,0,0,P9
-94,-86,0,0,P9
-93,-82,0,0,P9
-94,-80,0,0,P9
-95,-81,0,0,P9
-98,-81,0,0,P9
-93,-81,0,0,P9
-96,-80,0,0,P9
-93,-82,0,0,P9
-96,-83,0,0,P9
-92,-86,0,0,P9
-93,-79,0,0,P9
-93,-84,0,0,P9
-94,-82,0,0,P9
-95,-84,0,0,P9
-98,-84,0,0,P9
-94,-87,0,0,P9
-96,-86,0,0,P9
-101,-86,0,0,P9
-97,-85,0,0,P9
0,-83,0,0,P9
0,-77,0,0,P9
0,-83,0,0,P9
0,-83,0,0,P9
0,-80,0,0,P9
0,-82,0,0,P9
0,-82,0,0,P9
0,-83,0,0,P9
-93,-82,-92,0,P9
-97,-85,-93,0,P9
-97,-81,-92,0,P9
-93,-84,-94,0,P9
-98,-82,-93,0,P9
-98,-85,-96,0,P9
-98,-83,-92,0,P9
-94,-82,-89,0,P9
-94,-85,-96,0,P9
-96,-84,-93,0,P9
-101,-83,-92,0,P9
-95,-82,-92,0,P9
-93,-84,-92,0,P9
-97,-86,-94,0,P9
-97,-83,-91,0,P9
-97,-82,-94,0,P9
-95,-83,-92,0,P9
-94,-82,-92,0,P9
-94,-83,-92,0,P9
-94,-82,-90,0,P9
-95,-81,-92,0,P9
-99,-83,-93,0,P9
-95,-84,-90,0,P9
-98,-82,-90,0,P9
-96,-82,-90,0,P9
-94,-83,-91,0,P9
-94,-82,-93,0,P9
-96,-83,-92,0,P9
-95,-81,-89,0,P9
-97,-81,-93,0,P9
-94,-82,-92,0,P9
-100,-83,-96,0,P9
-96,-83,-92,0,P9
-96,-84,-90,0,P9
-93,-83,-92,0,P9
-95,-81,-94,0,P9
-95,-80,-91,0,P9
-93,-84,-88,0,P9
-102,-83,-93,0,P9
-96,-81,-91,0,P9
-94,-84,-93,0,P9
-99,-83,-92,0,P9
-95,-83,-92,0,P9
-96,-82,-94,0,P9
-95,-83,-92,0,P9
-95,-83,-94,0,P9
-96,-81,-97,0,P9
-95,-81,-89,0,P9
-96,-84,-93,0,P9
-96,-84,-92,0,P9
-98,-81,-96,0,P9
-95,-84,-91,0,P9
-100,-83,-89,0,P9
-95,-82,-94,0,P9
-96,-82,-92,0,P9
-98,-84,-93,0,P9
-98,-84,-91,0,P9
-100,-84,-94,0,P9
-99,-83,-91,0,P9
-96,-82,-91,0,P9
-98,-85,-93,0,P9
-98,-83,-91,0,P9
-96,-83,-90,0,P9
-95,-83,-96,0,P9
-95,-83,-91,0,P9
-94,-84,-94,0,P9
-93,-83,-92,0,P9
-96,-83,-92,0,P9
-97,-81,-94,0,P9
-93,-82,-94,0,P9
-97,-84,-91,0,P9
-94,-82,-95,0,P9
-98,-81,-91,0,P9
-100,-82,-93,0,P9
-97,-85,-95,0,P9
-97,-87,-92,0,P9
-96,-83,-92,0,P9
-93,-85,-91,0,P9
-94,-82,-92,0,P9
-96,-81,-92,0,P9
-94,-83,-93,0,P9
-94,-82,-92,0,P9
-94,-80,-92,0,P9
-95,-82,-91,0,P9
-96,-84,-92,0,P9
-94,-84,-93,0,P9
-97,-87,-89,0,P9
0,-82,-92,0,P9
0,-83,-89,0,P9
0,-83,-90,0,P9
0,-81,-94,0,P9
0,-83,-93,0,P9
0,-82,-93,0,P9
0,-83,-97,0,P9
0,-86,-93,0,P9
0,-83,-94,0,P9
0,-82,-91,0,P9
-94,-92,-92,-93,P9
-94,-91,-92,-95,P9
-93,-93,-96,-93,P9
-90,-94,-95,-92,P9
-92,-91,-98,-93,P9
-94,-93,-95,-96,P9
-93,-87,-95,-94,P9
-93,-89,-93,-92,P9
-102,-90,-94,-92,P9
0,-90,-93,-91,P9
0,-93,-101,-93,P9
0,-89,-95,-89,P9
0,-91,-103,-89,P9
0,-87,-94,-92,P9
0,-89,-94,-93,P9
0,-91,-94,-91,P9
0,-91,-93,-90,P9
0,-92,-95,-91,P9
0,-89,-99,-91,P9
0,-89,-96,-93,P9
0,-91,-96,-91,P9
0,-91,-98,-92,P9
0,-90,-101,-91,P9
0,-92,-95,-91,P9
0,-92,-94,-89,P9
0,-89,-97,-91,P9
0,-91,-92,0,P9
0,-92,-96,0,P9
0,-89,-98,0,P9
0,-92,-98,0,P9
0,-92,-95,0,P9
0,-88,-98,0,P9
0,-89,-95,0,P9
0,-91,-93,0,P9
0,-91,-98,0,P9
0,-89,-94,0,P9
0,-90,-92,0,P9
0,-90,-92,0,P9
0,-89,-96,0,P9
0,-92,-94,0,P9
0,-88,-97,0,P9
0,-94,-96,0,P9
0,-87,-95,0,P9
0,-87,-93,0,P9
0,-87,-98,0,P9
0,-90,-93,0,P9
0,-94,-94,0,P9
0,-88,-97,0,P9
0,-92,-93,0,P9
0,-91,-96,0,P9
0,-89,-96,0,P9
0,-89,-96,0,P9
0,-88,-95,0,P9
0,-90,-93,0,P9
0,-92,-98,0,P9
0,-88,-97,0,P9
0,-91,-93,0,P9
0,-91,-99,0,P9
0,-89,-94,0,P9
0,-89,-94,0,P9
0,-88,-98,0,P9
0,-91,-96,0,P9
0,-90,-94,0,P9
0,-87,-93,0,P9
0,-87,-100,0,P9
0,-90,-96,0,P9
0,-88,-96,0,P9
0,-87,-93,0,P9
0,-90,-97,0,P9
0,-88,-95,0,P9
0,-87,-94,0,P9
0,-88,-96,0,P9
0,-89,-95,0,P9
0,-89,-94,0,P9
0,-91,-94,0,P9
0,-89,-95,0,P9
0,-88,-94,0,P9
0,-87,-93,0,P9
0,-88,-96,0,P9
0,-90,-93,0,P9
0,-90,-92,0,P9
0,-89,-95,0,P9
0,-88,-96,0,P9
0,-90,-94,0,P9
0,-90,-94,0,P9
0,-89,-95,0,P9
0,-90,-93,0,P9
0,-92,-94,0,P9
0,-88,-97,0,P9
0,-88,-93,0,P9
0,-88,-93,0,P9
0,-86,-93,0,P9
0,-90,-91,0,P9
0,-92,-92,0,P9
0,-87,-93,0,P9
0,-89,-96,0,P9
0,-88,-93,0,P9
0,-90,-96,0,P9
0,-88,-93,0,P9
0,-89,-101,0,P9
0,-87,-93,0,P9
0,-88,-97,0,P9
0,-87,-99,0,P9
0,-91,-97,0,P9
0,-91,-100,0,P9
0,-89,-95,0,P9
0,-89,-99,0,P9
0,-91,-100,0,P9
0,-87,-96,0,P9
0,-87,-95,0,P9
0,-88,-94,0,P9
0,-86,-93,0,P9
0,-87,-88,0,P9
0,-88,-93,0,P9
0,-86,-92,0,P9
0,-90,-89,0,P9
0,-91,-92,0,P9
0,-91,-97,0,P9
0,-88,-94,0,P9
0,-95,-96,0,P9
0,-90,-94,0,P9
0,-88,-94,0,P9
0,-90,-93,0,P9
0,-90,-95,0,P9
0,-89,-94,0,P9
0,-88,-98,0,P9
0,-86,-94,0,P9
0,-94,-93,0,P9
0,-89,-96,0,P9
0,-89,-95,0,P9
0,-89,-94,0,P9
0,-89,-96,0,P9
0,-90,-103,0,P9
0,-98,-98,0,P9
0,-88,-96,0,P9
0,-88,0,0,P9
0,-87,0,0,P9
0,-89,0,0,P9
0,-89,0,0,P9
0,-89,0,0,P9
0,-88,0,0,P9
0,-89,0,0,P9
0,-90,0,0,P9
0,-89,0,0,P9
0,-90,0,0,P9
0,-91,0,0,P9
0,-92,0,0,P9
0,-89,0,0,P9
0,-88,0,0,P9
0,-90,0,0,P9
0,-91,0,0,P9
0,-89,0,0,P9
0,-87,0,0,P9
0,-89,0,0,P9
0,-88,0,0,P9
0,-91,0,0,P9
0,-90,0,0,P9
0,-88,0,0,P9
0,-92,0,0,P9
0,-88,0,0,P9
0,-88,0,0,P9
0,-90,0,0,P9
0,-92,0,0,P9
0,-92,0,0,P9
0,-89,0,0,P9
0,-87,0,0,P9
0,-88,0,0,P9
0,-91,0,0,P9
0,-89,0,0,P9
0,-88,0,0,P9
0,-89,0,0,P9
0,-88,0,0,P9
0,-89,0,0,P9
0,-88,0,0,P9
0,-88,0,0,P9
0,-91,0,0,P9
0,-89,0,0,P9
0,-88,0,0,P9
0,-86,0,0,P9
0,-89,0,0,P9
0,-87,0,0,P9
0,-87,0,0,P9
0,-90,0,0,P9
0,-90,0,0,P9
0,-89,0,0,P9
0,-93,0,0,P9
0,-88,0,0,P9
0,-88,0,0,P9
0,-89,0,0,P9
0,-90,0,0,P9
0,-89,0,0,P9
0,-90,0,0,P9
0,-86,0,0,P9
0,-84,0,0,P9
0,-81,0,0,P9
0,-81,0,0,P9
0,-81,0,0,P9
0,-79,0,0,P9
0,-89,0,0,P9
0,-85,0,0,P9
0,-82,0,0,P9
0,-76,0,0,P9
0,-77,0,0,P9
0,-78,0,0,P9
0,-78,0,0,P9
0,-76,0,0,P9
0,-93,0,0,P9
0,-93,0,0,P9
0,-77,0,0,P9
0,-92,0,0,P9
0,-77,0,0,P9
0,-92,0,0,P9
0,-77,0,0,P9
0,-77,0,0,P9
0,-88,0,0,P9
0,-77,0,0,P9
0,-77,0,0,P9
0,-78,0,0,P9
0,-77,0,0,P9
-95,-82,-90,-96,P9
-93,-83,-88,-97,P9
-92,-82,-87,-95,P9
-97,-86,-89,-101,P9
-96,-82,-89,-93,P9
-96,-84,-88,-97,P9
-96,-83,-88,-96,P9
-98,-82,-89,-101,P9
-100,-82,-89,-100,P9
-99,-84,-88,-97,P9
-100,-82,-87,-95,P9
-96,-82,-90,-95,P9
-97,-86,-88,-98,P9
-97,-83,-87,-102,P9
-95,-83,-90,-94,P9
-100,-87,-90,-94,P9
-95,-82,-87,-96,P9
0,-83,-94,-93,P9
0,-84,-92,-98,P9
0,-84,-89,-99,P9
0,-90,-92,-95,P9
0,-83,-91,-98,P9
0,-83,-93,-95,P9
0,-82,-87,-96,P9
0,-87,-91,-97,P9
0,-82,-91,-98,P9
0,-87,-87,-98,P9
0,-80,-89,-95,P9
0,-88,-91,-97,P9
0,-85,-88,-96,P9
0,-87,-87,-95,P9
0,-83,-91,-95,P9
0,-82,-87,-96,P9
0,-86,-91,-94,P9
0,-85,-89,-96,P9
0,-85,-89,-96,P9
0,-82,-90,-94,P9
0,-83,-89,-97,P9
0,-82,-88,-98,P9
0,-87,-92,-97,P9
0,-88,-88,-96,P9
0,-86,-87,-98,P9
0,-82,-88,-96,P9
0,-81,-90,-96,P9
0,-81,-88,-95,P9
0,-87,-94,-99,P9
0,-87,-87,-101,P9
0,-82,-89,-97,P9
0,-82,-88,-101,P9
0,-82,-92,-97,P9
0,-88,-90,-95,P9
0,-88,-88,-94,P9
0,-82,-86,-96,P9
0,-81,-90,-97,P9
0,-87,-90,-96,P9
0,-86,-88,-97,P9
0,-82,-92,-95,P9
0,-82,-88,-95,P9
0,-83,-87,-96,P9
0,-82,-95,-97,P9
0,-87,-90,-96,P9
0,-87,-90,-99,P9
0,-81,-91,-98,P9
0,-88,-91,-96,P9
0,-88,-94,-94,P9
0,-82,-87,-94,P9
0,-86,-87,-96,P9
0,-82,-91,-94,P9
0,-82,-90,-95,P9
0,-88,-92,-95,P9
0,-89,-88,-95,P9
0,-81,-90,-96,P9
0,-86,-91,-97,P9
0,-81,-88,-93,P9
0,-81,-90,-96,P9
0,-90,-89,-92,P9
0,-83,-88,-96,P9
0,-82,-90,-97,P9
0,-81,-88,-94,P9
0,-82,-89,-96,P9
0,-82,-89,-96,P9
0,-88,-88,-95,P9
0,-82,-91,-98,P9
0,-81,-90,-96,P9
0,-82,-92,-99,P9
0,-82,-88,-94,P9
0,-89,-88,-93,P9
0,-82,-87,-99,P9
0,-85,-91,-96,P9
0,-87,-86,-97,P9
0,-81,-89,-98,P9
0,-82,-87,-95,P9
0,-81,-91,-93,P9
0,-83,-89,-94,P9
0,-82,-88,-94,P9
0,-82,-90,-94,P9
0,-87,-93,-98,P9
0,-82,-88,-97,P9
0,-82,-91,-102,P9
0,-83,-89,-95,P9
0,-82,-90,-97,P9
0,-82,-91,-96,P9
0,-85,-88,-96,P9
0,-81,-91,-96,P9
0,-86,-90,-95,P9
0,-87,-89,-96,P9
0,-88,-89,-101,P9
0,-82,-86,-97,P9
0,-89,-89,-96,P9
0,-83,-92,-94,P9
0,-80,-89,-97,P9
0,-83,-89,-93,P9
0,-88,-88,-96,P9
0,-82,-87,-93,P9
0,-87,-91,-94,P9
0,-82,-90,-97,P9
0,-88,-90,-97,P9
0,-82,-88,-95,P9
0,-81,-89,-98,P9
0,-82,-87,-100,P9
0,-86,-89,-93,P9
0,-86,-87,-96,P9
0,-85,-87,-94,P9
0,-84,-88,-95,P9
0,-83,-90,-94,P9
0,-83,-90,-96,P9
0,-86,-89,-99,P9
0,-83,-91,-95,P9
0,-82,-87,-96,P9
0,-86,-87,-95,P9
0,-82,-89,-96,P9
0,-82,-87,-95,P9
0,-82,-86,-93,P9
0,-82,-92,-94,P9
0,-84,-90,-95,P9
0,-83,-87,-93,P9
0,-88,-92,-98,P9
0,-86,-92,-94,P9
0,-87,-88,-93,P9
0,-87,-89,-96,P9
0,-82,-91,-96,P9
0,-83,-91,-96,P9
0,-82,-91,-94,P9
0,-85,-89,-96,P9
0,-82,-87,-98,P9
0,-88,-87,-99,P9
0,-82,-94,-97,P9
0,-83,-88,-96,P9
0,-82,-92,-96,P9
0,-84,-87,-97,P9
0,-83,-91,-97,P9
0,-86,-89,-100,P9
0,-85,-92,-100,P9
0,-86,-89,-96,P9
0,-84,-88,-94,P9
0,-84,-87,-97,P9
0,-82,-87,-95,P9
0,-82,-90,-92,P9
0,-81,-90,-97,P9
0,-84,-87,-97,P9
0,-84,-87,-95,P9
0,-84,-92,-94,P9
0,-94,-87,-98,P9
0,-81,-87,-96,P9
0,-82,-88,-91,P9
0,-82,-89,-97,P9
0,-86,-96,-96,P9
0,-89,-87,-99,P9
0,-82,-89,-98,P9
0,-81,-87,-96,P9
0,-81,-93,-94,P9
0,-83,-90,-96,P9
0,-83,-92,-96,P9
0,-82,-88,-96,P9
0,-83,-93,-95,P9
0,-87,-89,-94,P9
0,-82,-87,-96,P9
0,-84,-88,-93,P9
0,-87,-88,-99,P9
0,-88,-90,-98,P9
0,-82,-91,-96,P9
0,-84,-88,-94,P9
0,-83,-88,-95,P9
0,-82,-88,-95,P9
0,-82,-88,-93,P9
0,-82,-90,-96,P9
0,-87,-89,-93,P9
0,-85,-88,-98,P9
0,-83,-88,-97,P9
0,-87,-90,-94,P9
0,-83,-89,-96,P9
0,-83,-89,-96,P9
0,-83,-88,-94,P9
0,-87,-89,-95,P9
0,-81,-89,-98,P9
0,-83,-90,-95,P9
0,-82,-91,-97,P9
0,-82,-88,-100,P9
0,-81,-89,-96,P9
0,-81,-89,-93,P9
0,-87,-89,-94,P9
0,-81,-90,-97,P9
0,-84,-87,-95,P9
0,-84,-86,-97,P9
0,-82,-88,-97,P9
0,-82,-87,-96,P9
0,-82,-89,-93,P9
0,-83,-90,-93,P9
0,-86,-88,-96,P9
0,-82,-90,-99,P9
0,-88,-89,-93,P9
0,-82,-88,-97,P9
0,-82,-87,-95,P9
0,-81,-88,-95,P9
0,-84,-91,-96,P9
0,-88,-89,-93,P9
0,-84,-90,-95,P9
0,-82,-91,-95,P9
0,-82,-90,-98,P9
0,-81,-87,-95,P9
0,-82,-89,-94,P9
0,-83,-87,-97,P9
0,-82,-89,-100,P9
0,-84,-89,-98,P9
0,-82,-89,-92,P9
0,-81,-92,-95,P9
0,-88,-88,-97,P9
0,-82,-86,-95,P9
0,-82,-88,-92,P9
0,-83,-88,-93,P9
0,-86,-90,-95,P9
0,-87,-89,-97,P9
0,-83,-90,-94,P9
0,-82,-90,-92,P9
0,-82,-89,-94,P9
0,-86,-89,-95,P9
0,-83,-89,-96,P9
0,-86,-88,-97,P9
0,-82,-87,-96,P9
0,-87,-94,-99,P9
0,-87,-89,-93,P9
0,-84,-87,-98,P9
0,-82,-88,-95,P9
0,-87,-88,-96,P9
0,-82,-89,-99,P9
0,-83,-90,-92,P9
0,-82,-91,-96,P9
0,-86,-91,-97,P9
0,-86,-94,-94,P9
0,-87,-89,-99,P9
